doc_id,source_type,title,content_preview
dsid_12299dbfb9084473856316ff3afcbf3b,confluence,"Workaround: Private installer upgrade stuck at ""Running migrations""","## Summary Private deployments occasionally encounter upgrade failures where the **redwood-private-installer** reports progress but appears stuck at **""Running migrations""** (or repeatedly retries). This page describes: - Common failure modes and how to identify them - Customer-safe mitigations and **safe rollback guidance** - The **artifacts Support must collect** before escalating - When/how to escalate to **Platform → Private Deployments**  This article is intended for Support/CS and on-call partners. Keep customer communications factual and avoid requesting sensitive materials (secrets, private keys, full DB dumps).  ---  ## Customer-visible symptoms Customers may report one or more of the following during a Private upgrade: - Installer UI/CLI stuck at **""Running migrations""** for > 15–30 minutes (duration varies by DB size; see “Expected timing” below) - Repeated lines indicating migration retries, timeouts, or ""acquiring lock"" failures - Control plane components (Console, API gateway, auth) intermittently unavailable during the upgrade window - Kubernetes shows one or more migration jobs in **CrashLoopBackOff**, **Error**, or never completing  ---  ## Expected timing (rule of"
dsid_b43656ed184842b8a54c51137141d3cc,confluence,Known Issue: Timeouts with Structured Output (JSON Schema) on Hosted API,"## Summary Some customers have observed intermittent timeouts when using the Hosted API structured output feature with JSON Schema constraints. The same prompts may succeed when structured output is disabled or when using tool-calling output.  This is typically caused by long-tail latency in the constrained decoding path, especially when schemas are large or contain combinators (e.g., anyOf/oneOf) and deeply nested arrays.  ## Affected surface - Product: Hosted API - Endpoint: /v1/chat/completions - Feature: structured output (JSON Schema) - Regions: primarily us-east (reports), potential in other regions depending on workload  ## Known impacted customers The following customer reports have been validated by Support/Engineering: - Kestrel Labs (enterprise)  SUP-4812 - Northwind Analytics (POC)  reported via CS email; correlated request IDs req_1f3b8c0c, req_6aa2d19e, req_09a3f7d1  ## Symptoms - Client-side request timeout (commonly 60s) - Gateway timeout (HTTP 504) in some cases - Long tail latency with structured_output=true  ## Workarounds / mitigations 1) Reduce max_output_tokens to bound constrained decoding time. 2) Simplify schema:    - Avoid anyOf/oneOf where possible    - K"
dsid_c56b024cb1eb4775b42eeb5abe2b161e,confluence,gRPC idle connection and stream-reset mitigation playbook,"Summary:  This playbook documents detection, immediate mitigation, and long-term fixes for customer-impacting gRPC idle connections and unplanned stream resets observed in Redwood’s ingress and proxy layers. It is intended for Customer Success engineers, SRE on-call, and Integration engineers supporting enterprise/Dedicated tenants.  Why this matters: - gRPC stream resets and long-lived idle connections can manifest as partial failures (error responses, silent truncation) and increased tail latency for downstream model inference requests. - Enterprise tenants on Dedicated or Private deployments are particularly vulnerable when corporate firewalls, client SDKs, or load balancers interfere with HTTP/2/TCP keepalive semantics.  Scope and applicable services: - Affected services: ingress-gateway (tenant-facing), adaptive-proxy (per-tenant routing), model-scheduler (when requests are fanout), and websocket-ingest adapters for mixed-mode clients. - Applies to Hosted API customers with long-lived websocket/gRPC streams and Dedicated or Private tenants behind customer-managed firewall/NAT.  Symptoms to watch for (observable signals): 1) Elevated gRPC stream reset rate (grpc_server_stream_r"
dsid_0c4c2a39a13547409ee30ace8a7672bb,confluence,"Known issues: KV-cache evictions, rate-limit bursts, and private networking failures — mitigation playbook","Overview -------- This playbook consolidates recurring customer-facing failures we see across Hosted API, Dedicated, and Private deployments in three clusters: (A) KV-cache evictions and stale-prefix hits, (B) sudden rate-limit bursts causing upstream 429s and tail latency, and (C) Private/VPC networking misconfigurations that manifest as TLS handshake or circuit errors during rollout. The goal is to provide triage steps, short-term mitigations, and owners for long-term fixes so CSRs and SREs can restore service quickly and communicate clearly to customers.  Impact and scope ---------------- - Affected services: redwood-hosted (api.redwood.ai), redwood-dedicated (customer-dedicated pools), redwood-private (VPC-controlled deployments). - Typical customer symptoms: repeated 429s, responses truncated mid-stream, increased p95/p99 latency (>300ms), or model responses reverting to older pinned versions. - Business impact: can cause failed user flows, increased error budgets for Dedicated accounts, and missed SLOs (default success SLO: 99.9% request success; latency SLOs: p50 < 80ms, p95 < 250ms for short-gen models).  Severity classification ----------------------- 1) Sev-1: complete ou"
dsid_074cc32618444830999025a4ff89f166,confluence,"Streaming chat responses can hang or stall (SSE): symptoms, causes, and workarounds","h1. Overview Some customers report that *streaming chat completions* (SSE, stream=true) appear to *hang* or *stall* mid-response. The connection may stay open but no new chunks arrive, and the client may never receive the terminal *[DONE]* marker.  This page consolidates known symptoms, likely causes, and recommended mitigations for Support/CS.  h1. Customer-visible symptoms * Stream starts and then stops emitting chunks (customer wording: ""hang"", ""freeze"", ""stuck""). * No explicit error returned by the API; request appears in-flight indefinitely. * Some clients retry and create duplicate assistant messages.  Common alternate descriptions seen in tickets: * ""SSE freezes"" * ""stream stops after first chunk"" * ""never sends [DONE]"" * ""EventSource waits forever""  h1. Likely causes (multiple can apply) h2. 1) Network/proxy idle timeouts when the stream goes quiet If the backend pauses token emission (e.g., long decode steps, tool-calling, or internal buffering), some proxies/load balancers may consider the connection idle and interfere.  Mitigation: * Ensure the gateway emits *SSE heartbeat frames* (comment line) when no tokens are emitted. * For customer-managed proxies (NGINX), disable "
dsid_2fda4174a0324c149fe70b1ee84e1fc8,confluence,Ingress proxy connection entropy: intermittent 50x errors and mitigation runbook,"Summary:\nThis document describes a recurring class of production incidents we term 'ingress proxy connection entropy' that manifest as intermittent 502/503/504 errors and short spikes of failed model fanout requests. It provides:\n\n- clear symptom definitions and diagnostic queries\n- an immediate mitigation runbook for oncall and customer success engineers\n- long‑term engineering fixes and rollout guidance\n- test and verification checklists for customer-facing cutovers\n\nScope:\nApplies to: Redwood-hosted ingress proxies and customer-managed sidecar proxies that perform request fanout to model serving pools (Hosted, Dedicated, Private). Not intended for client SDK bugs or pure model runtime failures (see separate model runtime runbooks).\n\nBackground and root-cause patterns observed:\nWe have observed several distinct contributing factors across incidents:\n\n1) Ephemeral port churn + NAT table exhaustion on stateful edge proxies, causing new connections to fail with RST or be reset after TLS handshake.\n2) Imbalanced keepalive and health-check interactions where load balancer probes evict live backend sessions during short surges.\n3) TLS session cache miss patterns combine"
dsid_cc6df845ac0a491c9ba2f4f5c7e5c421,confluence,"Workaround: Streaming timeouts, disconnects, and reconnect guidance","## Summary Some customers may see streamed responses disconnect mid-generation (connection reset, EOF), appear “truncated” (partial output), or hang until a client/proxy timeout occurs. This article describes common causes, recommended retry/backoff patterns, client timeout settings, and temporary mitigations (including disabling HTTP/2 and adjusting keepalive).  **This is a workaround article.** It does not replace incident response. If you suspect a regional/platform degradation, follow escalation criteria below.  ---  ## Applies to - **Products/Tiers:** Hosted API (most common), can also affect Dedicated (customer-side proxies) and Private (customer ingress settings) - **Endpoints:** Streaming chat/completions (SSE / chunked streaming responses) - **SDKs:** Python, TypeScript/Node, Go (and any custom HTTP client) - **Regions:** Any (often reported as region-specific when tied to a specific network path)  ---  ## Symptoms (what customers report) Customers may describe any of the following: - **Connection reset / disconnect:** stream stops and the client raises `ECONNRESET`, `socket hang up`, `unexpected EOF`, `connection reset by peer`, or similar. - **Truncated output:** the mod"
dsid_24422ce3ea2a4f53b9175e9e82d0e493,confluence,Known issue: Streaming responses stall (SSE stream stops mid-response),"## Overview Some customers have reported that **streaming responses (SSE)** can **stall mid-response**: the HTTP connection remains open, but **no additional tokens arrive** and the client may never receive a terminal completion event (e.g., ""[DONE]"" in OpenAI-compat mode).  This page documents symptoms, impacted configurations, mitigation steps, and how to triage.  ## Symptoms (customer-reported) - ""Stream hangs"" / ""freezes"" / ""stalls"" partway through generation - Client shows an open connection but stops receiving chunks - More frequent on longer outputs or when client-side consumption is slow - Non-streaming requests often complete successfully (worse UX)  ## Where it has been observed - Hosted API: prod (us-east) - Dedicated: prod (eu-west)  ## Suspected root cause In older runtime versions, an edge case in the streaming flush/backpressure path can result in the generator loop failing to emit additional chunks (including the terminal event).  ## Mitigations / Workarounds 1. **Upgrade serving runtime** to a version that includes the streaming keepalive + backpressure fix (runtime **2.18.3** or newer). 2. If immediate upgrade is not possible, advise the customer to:    - Temporar"
dsid_e9262b17269e4d289c25548216438752,confluence,Quantized Model Inference Variance - Triage & Customer Workarounds,"Summary:  This playbook provides a structured triage and customer-facing workaround guide when customers observe output variance, regressions, or nondeterministic responses that correlate with deployment of quantized model variants (8-bit/4-bit). It separates quick mitigation steps that Customer Success (CS) can perform immediately from deeper engineering diagnostics. The target audience is CS engineers, SEs, and SREs handling enterprise onboarding and escalation.  Impact and scope: - Affects hosted, dedicated, and private deployments that have quantized model variants enabled. - Typical customer symptoms: sudden change in answer phrasing, missing tokens, hallucination rate increase, or reproducibility loss for canonical prompts. - Severity ranges: P3 (quality questions) to P1 (customer revenue-impacting incorrect outputs).  When to use this doc: - Customer reports a quality regression after a model update or when switching to a quantized variant. - Automated quality monitors (Eval/Canary) trigger regression alerts tied to a quantization rollout.  Quick customer-facing checklist (CS first response) - 10 minutes: 1) Confirm exact symptom, timestamp, and tenant/model id. Ask for a ca"
dsid_e1eec1e1b07849bda0eb5cf4c344996a,confluence,Streaming response truncation and client-retry compatibility workaround,"Summary ======= This playbook explains a common class of customer incidents where streaming responses are cut off mid‑generation and client retries cause partial or duplicate output. The document provides: a reproducible test, short‑term customer workarounds, operational remediation steps for platform/infrastructure, recommended engineering fixes and SDK guidance, and customer communication templates.  Scope ----- Applies to: hosted Redwood API streaming endpoints (HTTP chunked and gRPC-stream variants) and customer SDKs calling streaming endpoints. It is relevant for customers using: long-context completions (>1024 tokens), streaming websockets, gRPC-web clients behind reverse proxies, and custom sidecars that perform request/response buffering.  Impact and Symptoms ------------------- - Symptom: client observes stream abruptly end with a partial text chunk; SDK-level retry issues produce either truncated continuation or duplicated tokens. - Severity: can range from low (minor content loss) to high (broken customer UX, safety-critical truncation). - Typical customer observable metrics: increased client errors (4xx/5xx), spike in token cost anomalies (retries), and customer support"
dsid_c949482f8d2f4f9d8d482c2654354487,confluence,Private Observability Minimum Pack — Known Issues & Workarounds,"## Purpose This page is a Support-facing list of known issues and workarounds for the **Redwood Private Observability Minimum Pack** (dashboards, Prometheus alerts/rules, and the baseline log pipeline). It is intended for first-response triage and to accelerate escalations with clear evidence.  **Applies to:** Redwood Private installs (VPC and on-prem/air-gapped) with the Minimum Pack enabled via Helm/installer.  **Before you start (quick triage checklist)** 1. Confirm the customer’s Redwood Private version and the observability pack version (from installer output or Helm release notes). 2. Confirm which components are customer-managed vs Redwood-provisioned:    - Prometheus/Grafana provided by Redwood charts OR customer brings their own.    - Log sink target (Loki / Splunk HEC / Elasticsearch(OpenSearch) / OTLP endpoint). 3. Ask for:    - Grafana screenshot (folder tree + data source settings)    - Prometheus Targets page (or `/-/targets` output)    - Log collector status + recent error lines    - Any recent changes (NetworkPolicy, RBAC, storage class, cluster upgrade, cert rotation)  **Primary runbooks** - Day-2 verification + common failures: `eng-private-deployments/day-2-ops/p"
dsid_90218d9a9af84072bcf3ff7bb90b5fa1,confluence,LexicoHealth: Embedding dimension mismatch causing rerank errors/timeouts (Known issue + workarounds),"h1. Summary LexicoHealth experienced production errors and latency regressions on reranking shortly after a model catalog change that promoted a 1024-d embedding model. The immediate symptom was a vector length mismatch between query and candidate embeddings (512 vs 1024), leading to HTTP 4xx/5xx responses and tail latency timeouts on the rerank route.  This page documents the customer-facing symptoms, confirmed root cause, and the supported workarounds. It also summarizes the longer-term preventive work tracked in INT-1123.  h1. Customer + environment * Customer: LexicoHealth (Enterprise) * Environment: Redwood Hosted API, dedicated tenant * Regions observed: us-west (primary), eu-west (failover) * Affected endpoints: ** POST /v1/embeddings/encode ** POST /v1/rerank * Models involved: ** open-embed-512-v1 (legacy 512-d) ** open-embed-1024-v2 (newer 1024-d) ** open-embed-default (alias)  h1. Symptoms * Rerank requests returning errors and timeouts: ** Common message: ""reranker: candidate vector length 512 != query vector length 1024"" ** Increased 500/504 rate during peak traffic * Increased latency on rerank calls (median +2–6s in the reported window) due to retries and error-path "
dsid_07daff0e8966460f86c297b6939b607a,confluence,Predictive Autoscaling (Dedicated) — Known Issues & Recommended Workarounds,"h1. Overview Predictive autoscaling is an opt-in mode for *Redwood Dedicated* that biases scale decisions using forecasted demand (time-of-day patterns, scheduled events, historical request rates/latency). Predictive mode *does not* override customer-configured *min/max bounds* and will fall back to reactive signals when forecasts are stale/unavailable.  This page lists the most common *known issues* observed during pilot/canary, how to recognize them, and recommended *workarounds* for Customer Success and Support. This is not a full runbook; for deep debugging and mitigations, use the dedicated on-call runbook linked above.  h2. Scope / When this page applies * Applies to:* Dedicated deployments with predictive mode enabled (feature-flagged per account/deployment). * Not applicable to:* Hosted API autoscaling or Dedicated deployments running reactive-only scaling.  h2. Quick definitions (customer-friendly) * *Forecast / prediction:* A projected target capacity (replicas/GPU slices) for an upcoming time window. * *Reactive scaling:* Signals like queue depth, saturation, and latency that trigger scaling based on current conditions. * *Bounds:* Customer-configured *min* and *max* cap"
dsid_4c121f0f42244c54b4db04f0e13607e3,confluence,Usage accounting: retries and streaming cancellation,"## Overview Some customers reconcile Redwood token usage against internal estimates and may observe higher usage totals. The most common causes are (1) client retries and (2) streaming cancellation behavior.  This page provides a support-ready explanation and recommended mitigations.  ## Key definitions - **Attempt**: a single request admitted by the Redwood API gateway (server-side). - **Logical request**: what the customer thinks of as one user action; may map to multiple attempts if the client retries.  ## What we bill ### Retries - Redwood usage is recorded per-attempt. - If a client retries after a timeout or non-200 response, each admitted attempt can be billable. - The Usage dashboard lists rows by **request_id** (attempt identifier).  ### Streaming cancellation - **Prompt tokens** are counted once the request is admitted (even if the client cancels the stream later). - **Completion tokens** are counted based on tokens actually generated/streamed prior to cancellation.  ## Common customer symptoms - We only sent N requests but we see >N rows: retries created additional attempts. - We timed out at 15s so we expected zero bill: prompt tokens + partial completion tokens may sti"
dsid_ca42a8f18d784c879c5a6fcfe3a484c0,confluence,"Hosted API overload errors: support guidance, retry/backoff, and escalation","## Purpose This page helps Support/CS respond to customer reports of new “overload protection” errors (circuit breakers + load shedding) on Redwood Hosted API.  Goals: - Explain what the customer is seeing (stable semantics vs ambiguous timeouts/5xx). - Provide canonical retry/backoff guidance to prevent retry storms. - Show how to interpret correlation IDs so Engineering can quickly trace requests. - Define escalation criteria and the minimum information to collect.  ## What changed (customer-facing) When the platform is saturated (GPU capacity, scheduler backlog, downstream dependency brownout), Redwood may reject requests *early* and predictably rather than allowing them to time out or generate random 5xx.  Customers may now see: - **429** responses for admission / quota / per-tenant caps. - **503** responses when a regional/model circuit breaker is open or the system is actively shedding load.  These responses: - Include stable **error codes** and a machine-readable JSON payload. - Typically include a **Retry-After** header to indicate safe retry timing. - Include Redwood request/correlation IDs for tracing.  ## Quick triage checklist (Support) 1) Confirm this is an overload-pr"
dsid_d0d90da57bdc450587ae41bb554d1dde,confluence,"GPU preemption / scheduling stalls: detection, fast-reconcile workaround, and customer-facing guidance","H1: Summary  This page documents a recurring class of incidents observed in Dedicated deployments where GPU preemption or scheduling congestion produces multi-minute 'stalls' (request backpressure and token-generation latency spikes). It provides: a detection recipe, a recommended fast-reconcile workaround to restore tenant throughput quickly, customer-facing guidance for status updates, and long-term mitigation options.  H2: Impact  - Affected surface: Dedicated GPU tenants and burst workers; can also affect Private (on-prem) clusters with shared GPU pools. - Symptom: streaming responses stall for 30s–300s, in-flight KV-cache misses, increased queueing latency, and elevated 5xx rates for generation endpoints. - Business impact: degradation of latency SLOs (p95 token latency), customer-visible timeouts, and elevated support tickets during busy schedule windows.  H2: Root cause (common patterns)  1. Node-level preemption / pod eviction events when lower-priority pods are force-evicted to accommodate higher-priority workloads (spot reclaim, autoscaler-driven bin-packing). 2. Kube-scheduler congestion when many large-GPU requests are pending simultaneously and bin-packing heuristics t"
dsid_d55b567a4f1c496eaf7c208686118e4d,confluence,Known-Issues Sprint Plan (2026-02) — Publish High-Impact Workarounds,"## Overview This sprint is a focused Customer Success & Support initiative to reduce repeat tickets and speed customer mitigation by publishing validated, copy/paste-ready workaround articles for our most common, highest-impact issues across Hosted, Dedicated, and Private tiers.  This plan defines: - Selection criteria for sprint issues (what qualifies and what does not). - Owners/reviewers and the publication workflow. - A publication checklist to ensure articles are safe, accurate, and consistent with Support escalation workflows. - Target metrics and how we will measure impact.  **Sprint window:** 2 weeks (Planning week + Execution week) with a follow-up week for adoption/cleanup.  ---  ## Goals 1. **Reduce time-to-triage** for high-frequency issues by making troubleshooting steps and required diagnostics consistent. 2. **Reduce time-to-mitigation** for customer-impacting incidents via validated temporary workarounds (and clear “when to escalate” guidance). 3. **Decrease repeat tickets** by improving self-serve and Support-agent deflection (KB and macros linking). 4. **Standardize language** across Support (Jira priorities) and Engineering (incident severity and on-call threshol"
dsid_014604b8e4e14c5484b5fe7ac56efa0a,confluence,Known Issues & Workarounds Index (Support + CS Landing),"## Purpose This page is the landing index for **Known Issues & Workarounds** used by **Support** and **Customer Success**. It is optimized for: - Faster triage (copy/paste symptoms + quick checks) - Lower repeat ticket volume (consistent workaround guidance) - Clear escalation decisions (when to page SRE/Eng vs continue troubleshooting)  This index only includes issues that meet the **Known Issue publication criteria**: reproducible symptoms, validated workaround (or clear mitigation limits), and named owner + review cadence.  > Customer-sensitive details (account identifiers, internal hostnames, customer-specific configs) must not be added to KB pages or this index.  ---  ## How to use this index (Support/CS) 1) Identify the best matching issue by **symptom** and **tags** (tier/region/model). 2) Follow the linked **workaround article** and use the relevant **Support macro/snippet**. 3) If escalation criteria are met, escalate using:    - **Severity Matrix + Escalation Triggers** (P0–P4 ↔ Sev mapping)    - **SLA policy by customer tier** (response + update cadence)    - **Slack bridge conventions** (when to move to #incidents) 4) Add the KB link to the ticket and include what was t"
dsid_8205407105944677b6eb3167167064a9,confluence,Enterprise priority: 429 / quota / overload behavior (Support guide),"## Purpose This page is a Support/CS reference for explaining **429** responses after the **Hot-route capacity protection** rollout. It covers: - What customers may see (payload + headers) - How to distinguish **quota** vs **rate-limit** vs **overload shedding/admission control** - Recommended customer-side retry/backoff behavior - When and how to escalate (and what data to collect)  This doc is written for Support and TAMs. For implementation details, see the Platform design/ADR pages linked in Related pages.  ---  ## What changed (customer-visible) Beginning with the enterprise priority rollout, Redwood enforces **tier-aware capacity protection** on a set of “protected routes” (commonly: `/v1/chat/completions`, `/v1/embeddings`, `/v1/rerank`).  Customers may observe: - **More predictable 429s** for best-effort/self-serve traffic during regional pressure. - **Enterprise traffic preserved** longer (priority routing + per-tier budgets), but enterprise requests can still receive 429s when:   - the account’s own limits are reached, or   - the route is in sustained overload and the enterprise budget is exhausted. - **New reason codes** and additional headers to explain why the request "
dsid_f940e7c95688406cb497b0b1dab44e99,confluence,Known issues: API key rotation/revocation edge cases,"# Summary This page documents recurring customer issues encountered during Hosted API key rotation/revocation.  # Issue 1: intermittent 401s after rotation **Symptoms** - Some requests succeed, some fail with 401.  **Likely cause** - Customer updated one service but not all workloads (cron jobs, background workers, edge functions).  **Recommended fix** - Search customer repos/infra for the old key name/secret reference. - Deploy new secret everywhere. - After validating all components, revoke the old key.  # Issue 2: propagation delays (rare) **Symptoms** - Immediately after disabling a key, a small number of requests still authenticate for a short window.  **Notes** - The system is designed for immediate revocation, but a limited edge-cache inconsistency has been observed in rare cases.  **Workaround** - Advise customer to allow up to 60 seconds. - If it persists > 5 minutes, open a support ticket and capture request ids.  # Issue 3: customer pasted key id, not key value **Symptoms** - All requests fail with 401 immediately after update.  **Fix** - Clarify difference between the key record identifier vs the secret key value shown once at creation/regeneration.  # Issue 4: SDK env "
dsid_df5306310578458ab6cd8b566707ed90,confluence,Hosted API: Intermittent streaming disconnects (March 2026) - known issue + tracking,"## Overview Some customers have reported intermittent disconnections during streaming responses on the Hosted API (OpenAI-compatible streaming/SSE). The symptoms often present as truncated completions, missing final chunk/[DONE], or client-side errors such as ""unexpected EOF"" or ""socket hang up"".  This page documents the known issue pattern observed in March 2026, affected environments, and where to track active customer cases.  ## Customer-visible symptoms - Streaming ends mid-generation (partial text returned) - Client receives ""connection closed"" / ""unexpected EOF"" - Missing final ""done"" signal - Retries usually succeed  ## Affected surfaces - Hosted API OpenAI-compatible endpoints (chat.completions streaming=true) - Regions observed: us-east, eu-west  ## Workarounds (customer guidance) 1. Implement retries when a stream terminates unexpectedly (treat as retryable error). 2. Increase client read timeout for long generations. 3. Ensure SSE parser tolerates missing final chunk and does not deadlock UI state.  ## Root cause (current understanding) Edge/proxy configuration on streaming routes can prematurely close connections under certain backpressure/idle patterns, especially duri"
dsid_be2080f291b0475dac735d1a138d9ed9,confluence,Enterprise Telemetry & Cost Attribution Connector Playbook,"Overview  This playbook describes recommended configurations and operational steps for integrating Redwood Inference usage telemetry and cost-attribution with an enterprise customer's billing/observability stack. The goal is to provide consistent, auditable usage exports, per-route/customer attribution, and near-real-time alerts for cost anomalies. Target audiences: customer success engineers, solutions engineers, platform engineers at customers, and finance contacts.  Scope  - Inbound integrations supported: Redwood Usage Webhook, Billing Export (S3/BigQuery), Prometheus metrics pull via our telemetry bridge. - Downstream systems: Customer billing system (ERP), data warehouse (BigQuery/Redshift), observability tools (Grafana/Datadog), cost controllers (FinOps). - Not in scope: Per-model weights for internal cost modeling (handled by internal finance team).  Goals  1. Deliver line-item granularity by API key / project / route (where available). 2. Ensure exports are delivered within 5 minutes for webhooks and within 1 hour for batch billing exports. 3. Provide a mapping template for customers to reconcile Redwood usage with their invoices.  Ownership & Contacts  - CS Lead: Sofia Ma"
dsid_e13776afbaa0495abd0744448f5fc9fd,confluence,Telemetry budget-aware sampling and onboarding guide,"Summary ------- This playbook describes Redwood's recommended approach for onboarding enterprise customers to a budget-aware telemetry sampling strategy. It focuses on balancing fidelity and observability cost by combining adaptive sampling, reservoir sampling for high-cardinality tenants, and cost-feedback loops driven by billing/ingestion signals. The guide contains architecture patterns, configuration examples, rollout steps, acceptance criteria, and an operational runbook for support teams.  Goals ----- - Ensure observable signal quality for SLOs and QBR metrics while controlling telemetry ingestion cost at tenant and org levels. - Provide a reproducible onboarding checklist that Customer Success, Solutions Engineering, and Platform teams can follow. - Reduce noise and storage costs without losing critical anomaly and regression signals.  When to use this guide ---------------------- Use this playbook for new enterprise tenants where expected telemetry volume or cost could exceed baseline thresholds, or for existing customers whose telemetry spend triggers a cost-protection review. Typical triggers: - Projected ingestion > $2k/month for logs/metrics/traces (estimate) - Hosting "
dsid_8f94f64679794e1e8da388e9ee3c9e64,confluence,Batched Webhook Contracts for Large Payloads and Backpressure Handling,"Summary:\n\nThis integration guide defines the contract, operational controls, and recommended implementation patterns for integrating customer endpoints that receive batched webhooks containing large payloads. It is intended for platform engineers, integration engineers on customer teams, and Customer Success engineers who coordinate go-lives. The goal is to minimize dropped traffic, bound memory/CPU cost at the receiver, and ensure predictable retry/backpressure behavior across Redwood hosted and Dedicated/Private environments.\n\nAudience:\n- Customer Success (CS) and Solutions Engineers\n- Integration/Platform Engineers at customer organizations\n- Redwood SREs responsible for ingress proxies and client libraries\n\nWhy this exists:\n- Customers frequently need batched delivery to reduce per-request overhead for high-throughput use cases (e.g., embedding sync, event batches, document uploads).\n- Large payloads (>256 KB) amplify failure modes: slow receivers, head-of-line blocking, and unexpected client memory spikes.\n- Without an explicit contract, different clients interpret retries/backoff differently leading to cascading load and downtime.\n\nScope and applicability:\n- Ap"
dsid_2f62dcf3e1194f05ab7c147110acca9e,confluence,Edge Telemetry Validation and Onboarding Playbook for Enterprise Tenants,"Overview:\nThis playbook defines the recommended validation, onboarding workflow, and operational handoff for enterprise customers connecting edge or client-side telemetry (web SDKs, mobile SDKs, edge ingestion proxies) into Redwood’s telemetry pipeline. It focuses on minimizing false positives in alerts, ensuring SLO alignment, and providing clear escalation and rollback steps for integration engineers and customer success teams.\n\nScope:\n- Applies to enterprise tenants connecting production telemetry for: request traces, sampling events, client-side metrics (latency, token counts), and structured request metadata (tenant_id, route, model_version).\n- Covers both SaaS-hosted customers and Dedicated/Private tenants where telemetry is proxied through a sidecar.\n- Excludes proprietary third-party observability adapters (see related pages for adapter guides).\n\nOwner and contact information:\n- Playbook owner: Maya Chen (Customer Reliability Lead) — maya@redwood.com\n- Primary oncall for telemetry ingestion: telemetry-oncall@redwood.com\n- Engineering consult: eng-observability@redwood.com\n- Customer Success (CS) handoff alias: cs-ops@redwood.com\n\nGoals and acceptance criteria "
dsid_cdaa439615ec4fa5a3b2f4afe904e474,confluence,"Tenant failover, observability & cost-safeguard contract","Summary: This document defines the tenant-level contract between Redwood and enterprise customers for automated failover, observability telemetry, and cost-safeguard behavior. It is intended for customer success, platform engineers, SREs, and partner integration teams.  Goals: - Keep customer-facing inference traffic available during service/resource degradation with predictable, auditable behavior. - Ensure minimal false-positive escalation by defining telemetry thresholds and synthetic checks. - Provide clear economic safeguards to prevent runaway billing while preserving critical availability.  Scope: - Applies to Dedicated and Private tenants only (hosted tier has separate defaults). - Covers ingress failover, model fallback, burst throttling, billing-protection limits, and telemetry signals used for QBRs. - Excludes cross-region DR for air-gapped on-prem installs unless explicitly contracted.  Ownership and Contacts: - Primary owner: Customer Success (Priya Natarajan) - Platform/Egress owner: Eng-Platform (oncall: platform-ops@redwood.com) - SRE escalation: eng-sre-oncall@redwood.com - Billing guard owner: Finance-legal (billing-ops@redwood.com)  Contracted SLOs and Thresholds"
dsid_167545cdac21481795dd6fb7d2500fe3,confluence,Prescriptive Telemetry Handoff & Operational Roles for Enterprise Onboarding,"Overview  This playbook defines a prescriptive, role-based telemetry handoff used during enterprise onboarding at Redwood Inference. It focuses on what signals must be collected, minimal quality requirements for those signals, ownership of dashboards and alerts, and an operational escalation ladder that meshes Customer Success (CSM), Integration Engineering, and SRE responsibilities. Use this document as the canonical handoff checklist before signoff on the production acceptance gate.  Scope - Applies to Dedicated and Private customers during the final 2 weeks of onboarding and first 30 days of production. - Covers: request/response traces, per-tenant cost telemetry, model inference metrics, ingress/egress latency, error-classification, and synthetic health checks. - Does not replace security/compliance artifacts (use the enterprise-deployment-compliance-evidence playbook for that).  Goals 1. Ensure telemetry provides sufficient context for rapid incident TTR (time-to-repair). 2. Prevent noisy alerts while surfacing customer-impacting anomalies. 3. Establish clear owner for each telemetry artifact to be handed to the customer operations contact.  Required Roles & Responsibilities -"
dsid_ad595e18c41843f1863681c343af0e5c,confluence,"ClearData Stitch Adapter Integration Guide (SDK setup, endpoint migration, retries, rate limits)","source_context: This page supersedes earlier email-based guidance shared with ClearData AI (thread: th_20260729_grace_stitch_sdk_001). It consolidates the recommended production client defaults, retry/idempotency guidance, endpoint migration steps, and canary metrics used by CS for Stitch adapter rollouts.  integration_prereqs: Prerequisites: - Redwood account + environment-specific API key(s): staging and prod. - Confirm target region (us/eu) and data handling constraints. - Decide on traffic management approach: gateway/routing layer (recommended) vs direct application integration. - Observability access: ability to log request_id, latency, status code, model_id, token usage headers.  Request to CS: - Provision staging key tied to the customer account. - Enable tracing tag for rapid rollbacks if using 24-hour ramp steps. - Provide plan quota targets (sustained RPS + burst guidance) for customer-side token-bucket settings.  endpoint_migration_overview: Migration objective: Move from the customer’s legacy endpoint (e.g., https://api.cleardata.ai/v1/llm) to Redwood API endpoints while preserving reliability and enabling safe rollback.  Current Redwood endpoint (recommended): - Non-s"
